tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
24/06/2023,P087,Kulaklık,Elektronik,484.13,11,5325.43,6162,Onursu,Kadın,18,Antalya,4155.37
03/08/2024,P037,Fırın,Ev Aletleri,1144.78,10,11447.8,4550,Duyguhan,Kadın,18,Adana,4841.45
21/03/2024,P011,Kalem,Kırtasiye,661.8,2,1323.6,6406,Oğuzman,Erkek,58,İstanbul,2859.28
18/02/2024,P024,Bilgisayar,Elektronik,257.93,10,2579.3,3040,İsak,Erkek,48,Gaziantep,2040.72
02/11/2023,P063,Klima,Elektronik,01/11/1946 00:00,5,57.3,6123,Zebirce,Kadın,25,Adana,3437.66
10/02/2023,P011,Kalem,Kırtasiye,1286.06,16,20576.96,9774,Ürfettin,Erkek,45,Gaziantep,3564.66
13/10/2024,P087,Kulaklık,Elektronik,147.53,4,590.12,2832,Ayten,Erkek,45,Bursa,368.36
07/01/2023,P032,Mouse,Elektronik,625.05,8,5000.4,4324,Neriban,Kadın,51,İzmir,1428.51
11/07/2023,P018,Telefon,Elektronik,747.55,9,6727.95,4827,Kırgız,Kadın,27,Gaziantep,1702.44
02/06/2023,P024,Bilgisayar,Elektronik,296.12,3,888.36,3660,Mecit,Erkek,35,Konya,497.94
13/07/2023,P032,Mouse,Elektronik,06/04/2024 00:00,9,54.36,9123,Dilsitan,Kadın,51,Gaziantep,3167.19
26/08/2023,P082,Defter,Kırtasiye,1195.95,3,7520.75939059395,5331,Fügen,Erkek,31,İstanbul,4832.53
20/08/2023,P037,Fırın,Ev Aletleri,348.6,9,3137.4,1274,Varlık,Erkek,41,Konya,1535.03
26/06/2023,P063,Klima,Elektronik,30.31,18,7520.75939059395,2890,Siti,Kadın,38,Gaziantep,4467.96
11/03/2024,P087,Kulaklık,Elektronik,25.32,18,455.76,8531,Jaruthip,Erkek,62,İzmir,657.13
02/05/2023,P037,Fırın,Ev Aletleri,1385.1,9,12465.9,5231,Seniha,Erkek,61,Antalya,4391.75
21/03/2023,P097,Su Şişesi,Mutfak Ürünleri,31.51,5,157.55,9578,Karakucak,Kadın,30,Adana,4473.71
19/02/2024,P097,Su Şişesi,Mutfak Ürünleri,969.64,6,5817.84,6853,Cantez,Erkek,54,Konya,354.27
15/10/2023,P087,Kulaklık,Elektronik,1356.07,11,14916.77,8045,Altınbike,Kadın,51,Ankara,4383.77
04/08/2024,P087,Kulaklık,Elektronik,1128.17,14,15794.38,3004,Gökçe,Erkek,36,Antalya,2921.4
10/01/2024,P063,Klima,Elektronik,1475.36,16,23605.76,3032,Yamin,Kadın,29,İzmir,2969.22
26/02/2024,P063,Klima,Elektronik,173.12,10,1731.2,6553,Misra,Erkek,66,Ankara,4426.86
11/01/2023,P032,Mouse,Elektronik,802.43,5,4012.15,7913,Müşüre,Kadın,40,Ankara,1941.22
26/09/2023,P037,Fırın,Ev Aletleri,814.18,16,13026.88,2866,Kayagün,Erkek,35,Ankara,4307.71
20/11/2023,P037,Fırın,Ev Aletleri,150.33,13,1954.29,6987,Yahşikan,Kadın,38,Gaziantep,3576.43
18/12/2022,P063,Klima,Elektronik,254.13,9,2287.17,1094,Seyithan,Kadın,69,İstanbul,115.58
13/04/2023,P082,Defter,Kırtasiye,1076.8,8,8614.4,8618,Sahir,Kadın,42,İzmir,3517.57
21/03/2024,P082,Defter,Kırtasiye,1258.32,13,16358.16,9733,Neriban,Erkek,31,Konya,1951.31
20/10/2023,P063,Klima,Elektronik,1026.06,17,17443.02,9358,Çavuldur,Kadın,44,Antalya,678.28
04/11/2024,P010,Çanta,Giyim,576.69,2,1153.38,6105,Tan,Kadın,32,Ankara,3420.22
21/03/2023,P063,Klima,Elektronik,1290.19,11,14192.09,9507,Ezgütekin,Kadın,20,İzmir,1675.3
17/03/2024,P018,Telefon,Elektronik,1182.58,8,9460.64,3140,Kader,Kadın,20,Konya,3744.79
23/06/2023,P011,Kalem,Kırtasiye,959.09,18,17263.62,1860,Kırgız,Erkek,63,Gaziantep,1540.05
10/04/2023,P063,Klima,Elektronik,117.88,11,7520.75939059395,3442,Nevsale,Kadın,21,Antalya,1898.8
04/08/2024,P082,Defter,Kırtasiye,730.15,18,13142.7,9742,Ufukay,Erkek,51,İstanbul,3676.48
28/11/2022,P037,Fırın,Ev Aletleri,1198.07,14,16772.98,4420,Mülâyim,Erkek,48,Konya,1374.57
07/11/2023,P011,Kalem,Kırtasiye,266.16,5,7520.75939059395,1150,Hiçsönmez,Erkek,47,Konya,1119.66
22/01/2023,P011,Kalem,Kırtasiye,505.38,11,5559.18,7675,Çağdan,Kadın,31,Bursa,483.39
29/04/2024,P037,Fırın,Ev Aletleri,750.07,12,9000.84,3183,Abdülkerim,Kadın,27,Antalya,4853.52
12/10/2024,P037,Fırın,Ev Aletleri,192.4,9,1731.6,4764,Över,Kadın,60,Bursa,4329.19
13/03/2023,P032,Mouse,Elektronik,1009.58,18,18172.44,5710,Elhan,Kadın,51,Antalya,4174.8
23/07/2024,P037,Fırın,Ev Aletleri,43.89,16,702.24,9280,Tenvir,Kadın,65,Antalya,4338.68
30/01/2023,P032,Mouse,Elektronik,1150,14,16100.0,9236,Nurcan,Kadın,66,Bursa,2751.19
03/06/2023,P032,Mouse,Elektronik,744.75,12,8937.0,6145,Tali,Kadın,39,Ankara,523.08
23/02/2024,P018,Telefon,Elektronik,819.85,4,3279.4,6754,Uçan,Erkek,56,Bursa,3120.01
10/01/2024,P011,Kalem,Kırtasiye,332.35,13,4320.55,1939,Andiç,Kadın,48,Antalya,1195.82
16/02/2024,P011,Kalem,Kırtasiye,305.33,6,1831.98,6445,Dündaralp,Kadın,54,Gaziantep,1775.91
29/09/2024,P024,Bilgisayar,Elektronik,989.01,12,11868.12,4479,Beray,Erkek,43,İstanbul,1071.61
15/03/2023,P097,Su Şişesi,Mutfak Ürünleri,880.88,11,9689.68,5050,Selatin,Erkek,59,Konya,3923.95
03/04/2023,P010,Çanta,Giyim,236.95,3,7520.75939059395,2560,Şeyda,Kadın,37,Gaziantep,802.58
09/10/2024,P037,Fırın,Ev Aletleri,793.09,16,12689.44,4187,Serol,Kadın,34,Gaziantep,2176.18
30/12/2023,P082,Defter,Kırtasiye,142.24,15,7520.75939059395,2415,Yönetmen,Kadın,34,Bursa,2148.85
16/12/2022,P037,Fırın,Ev Aletleri,1369.8,1,1369.8,2576,Meşhur,Kadın,68,Adana,1486.45
04/02/2023,P018,Telefon,Elektronik,551.51,8,4412.08,4374,Naide,Erkek,45,İstanbul,1728.23
21/01/2024,P082,Defter,Kırtasiye,163.95,1,163.95,2044,Akmaral,Kadın,62,Antalya,552.13
08/02/2023,P097,Su Şişesi,Mutfak Ürünleri,559.85,10,5598.5,8067,Mükrüme,Kadın,52,Antalya,1439.86
15/01/2023,P082,Defter,Kırtasiye,365.15,4,1460.6,9461,Akdurmuş,Kadın,26,Ankara,3009.6
20/01/2023,P037,Fırın,Ev Aletleri,707.2,16,11315.2,1329,Günser,Erkek,49,İzmir,1244.5
27/07/2023,P037,Fırın,Ev Aletleri,342.46,9,3082.14,4478,Ildız,Erkek,37,Gaziantep,2392.2
21/01/2024,P018,Telefon,Elektronik,658.48,18,11852.64,1246,Yolal,Erkek,41,İstanbul,1593.03
03/10/2023,P063,Klima,Elektronik,773.54,18,13923.72,1677,Ayasun,Kadın,42,Konya,2997.51
29/11/2022,P024,Bilgisayar,Elektronik,1181.27,9,10631.43,3217,Niğmet,Kadın,41,Antalya,3546.33
13/06/2023,P018,Telefon,Elektronik,1234.91,15,18523.65,4892,Nalân,Kadın,23,İstanbul,4413.71
29/09/2024,P037,Fırın,Ev Aletleri,815,6,4890.0,6197,Merim,Kadın,19,İzmir,3995.11
23/09/2024,P063,Klima,Elektronik,707.33,11,7780.63,9025,Özyurt,Kadın,25,Gaziantep,4250.39
17/11/2022,P037,Fırın,Ev Aletleri,1464.87,12,17578.44,9782,Abdurrahman,Erkek,25,Konya,1795.64
15/01/2023,P032,Mouse,Elektronik,804.8,13,10462.4,8693,Abid,Kadın,37,Adana,1983.43
11/04/2023,P018,Telefon,Elektronik,108.47,1,108.47,6596,Mansurali,Kadın,28,Bursa,4904.5
21/04/2023,P010,Çanta,Giyim,888.86,10,8888.6,4360,Galip,Erkek,20,Adana,3623.73
09/10/2023,P010,Çanta,Giyim,121.23,12,1454.76,5985,Döner,Erkek,51,İstanbul,532.57
10/07/2023,P024,Bilgisayar,Elektronik,1256.53,9,11308.77,8213,Tule,Kadın,60,Bursa,1025.15
23/10/2023,P024,Bilgisayar,Elektronik,1402.24,8,11217.92,5927,Minibe,Erkek,44,Antalya,1608.9
04/02/2023,P011,Kalem,Kırtasiye,532.86,5,2664.3,7322,Rafih,Kadın,38,Konya,123.13
20/08/2023,P032,Mouse,Elektronik,743.47,19,14125.93,5168,Arpağ,Kadın,27,İzmir,4865.43
14/04/2023,P063,Klima,Elektronik,245.74,5,1228.7,1236,Subutiye,Kadın,35,İstanbul,2561.78
14/04/2024,P082,Defter,Kırtasiye,1274.43,10,12744.3,7163,Zeynelabidin,Erkek,31,Ankara,1561.51
16/05/2024,P011,Kalem,Kırtasiye,1221,18,21978.0,6828,Arziye,Kadın,26,Ankara,580.89
07/02/2023,P032,Mouse,Elektronik,816.14,14,11425.96,3406,İntihap,Kadın,67,Konya,4989.81
26/03/2023,P024,Bilgisayar,Elektronik,1011.21,19,19212.99,1934,Kadınana,Erkek,18,İzmir,626.88
17/09/2023,P063,Klima,Elektronik,264.16,19,7520.75939059395,2191,Fahrullah,Erkek,36,Gaziantep,519.62
18/12/2022,P063,Klima,Elektronik,205.75,13,2674.75,1367,Salkın,Erkek,33,İstanbul,2832.65
08/10/2024,P010,Çanta,Giyim,133.34,12,1600.08,3802,Jaruthip,Erkek,42,İzmir,923.4
25/10/2024,P087,Kulaklık,Elektronik,07/04/2024 00:00,10,70.4,5593,Onursu,Kadın,69,İstanbul,1249.34
10/10/2023,P011,Kalem,Kırtasiye,37.58,15,7520.75939059395,9591,Feyha,Erkek,30,Adana,2374.78
16/08/2023,P011,Kalem,Kırtasiye,1247.8,16,19964.8,4577,Gülmisal,Erkek,61,Ankara,4906.82
15/11/2023,P011,Kalem,Kırtasiye,123.26,4,493.04,2514,Müret,Erkek,49,Bursa,2432.79
31/05/2024,P097,Su Şişesi,Mutfak Ürünleri,635.19,3,1905.57,4748,Özbay,Erkek,21,Gaziantep,1047.76
09/08/2024,P032,Mouse,Elektronik,725.49,11,7980.39,8992,Şehreban,Erkek,41,Gaziantep,4617.62
29/05/2023,P024,Bilgisayar,Elektronik,636.96,9,5732.64,4536,Alaaddin,Erkek,69,Antalya,3818.8
20/10/2024,P024,Bilgisayar,Elektronik,1306.71,4,5226.84,5847,Tule,Erkek,42,İzmir,4485.33
25/01/2024,P087,Kulaklık,Elektronik,536.44,19,10192.36,6134,Müferrih,Erkek,40,Adana,108.35
27/01/2023,P010,Çanta,Giyim,1073.64,11,11810.04,2427,Sahil,Erkek,48,İzmir,4182.82
29/01/2024,P010,Çanta,Giyim,738.08,11,8118.88,2112,Şide,Kadın,37,Gaziantep,1640.86
01/09/2023,P032,Mouse,Elektronik,120.79,13,1570.27,4512,Hilayda,Erkek,49,Ankara,2133.13
28/05/2024,P097,Su Şişesi,Mutfak Ürünleri,1254.29,8,10034.32,2109,Nevgin,Erkek,69,Ankara,3859.43
14/12/2023,P082,Defter,Kırtasiye,720.58,9,6485.22,6916,Vildane,Kadın,64,Antalya,799.51
19/10/2023,P018,Telefon,Elektronik,1291.58,1,1291.58,7638,Behiza,Kadın,48,Bursa,2617.59
09/10/2024,P024,Bilgisayar,Elektronik,242.1,15,3631.5,1545,Terlan,Erkek,38,İstanbul,364.3
21/04/2023,P082,Defter,Kırtasiye,1227.8,15,18417.0,9785,Verim,Kadın,63,Bursa,1012.91
06/05/2023,P018,Telefon,Elektronik,73.03,6,438.18,3111,Revza,Erkek,36,Ankara,3669.9
20/06/2023,P037,Fırın,Ev Aletleri,1285.75,5,6428.75,6502,Deniz,Erkek,22,Konya,810.8
10/07/2023,P063,Klima,Elektronik,1412.64,12,16951.68,8763,Hezniye,Kadın,18,Adana,4940.92
03/08/2023,P032,Mouse,Elektronik,329.88,6,1979.28,8926,Özay,Kadın,69,Gaziantep,1986.47
05/12/2022,P024,Bilgisayar,Elektronik,561.23,9,5051.07,9575,Giz,Erkek,64,İzmir,352.75
29/09/2024,P087,Kulaklık,Elektronik,1382.32,7,9676.24,4443,Ergönül,Erkek,51,Bursa,569.36
07/08/2023,P032,Mouse,Elektronik,808.12,10,8081.2,8450,Huban,Kadın,33,Antalya,1664.02
11/02/2024,P011,Kalem,Kırtasiye,368.6,16,5897.6,1910,Sehel,Erkek,65,İzmir,4328.93
06/07/2023,P018,Telefon,Elektronik,1358.55,5,6792.75,9993,Çapkan,Erkek,27,Antalya,3804.98
28/07/2024,P032,Mouse,Elektronik,215.61,2,431.22,8157,Esengün,Erkek,49,Antalya,2684.31
04/04/2023,P037,Fırın,Ev Aletleri,1485.33,7,10397.31,3569,Mükramin,Erkek,30,Gaziantep,196.53
30/09/2023,P024,Bilgisayar,Elektronik,1276.22,11,14038.42,8998,Beyhatun,Kadın,24,Gaziantep,306.64
25/10/2023,P018,Telefon,Elektronik,1291.19,16,20659.04,7935,Kösemen,Kadın,40,Antalya,3300.19
01/06/2024,P032,Mouse,Elektronik,1331.19,3,3993.57,3647,Suphi,Kadın,25,İzmir,371.91
25/02/2023,P032,Mouse,Elektronik,193.85,18,3489.3,5642,Şefiye,Erkek,25,Bursa,862.51
10/11/2023,P010,Çanta,Giyim,520.08,11,5720.88,8922,Nafii,Erkek,21,Konya,528.43
23/05/2023,P010,Çanta,Giyim,71.1,4,284.4,1673,Bariş,Kadın,55,Ankara,563.45
16/12/2022,P024,Bilgisayar,Elektronik,1095.86,12,13150.32,3137,İlklima,Kadın,33,İstanbul,4925.77
12/05/2024,P018,Telefon,Elektronik,1172.62,17,19934.54,6519,Yurttaş,Kadın,29,Gaziantep,764.3
01/12/2022,P032,Mouse,Elektronik,1065.62,12,12787.44,6754,Uçan,Erkek,56,Bursa,3120.01
26/08/2024,P063,Klima,Elektronik,161.48,12,1937.76,9432,Akatay,Kadın,49,Adana,4111.94
02/02/2024,P018,Telefon,Elektronik,812.14,6,4872.84,4960,Ergener,Kadın,64,İzmir,2217.54
07/06/2024,P037,Fırın,Ev Aletleri,1273.56,12,15282.72,8875,Sebattin,Erkek,62,Adana,3673.31
24/01/2024,P082,Defter,Kırtasiye,1327.6,17,22569.2,1134,Subutiye,Erkek,65,Gaziantep,1751.52
04/09/2023,P018,Telefon,Elektronik,126.02,5,630.1,6192,Müslum,Erkek,22,Ankara,218.26
10/10/2023,P063,Klima,Elektronik,61.18,1,61.18,4496,Aypar,Kadın,55,Antalya,2576.27
15/07/2023,P087,Kulaklık,Elektronik,593.1,3,7520.75939059395,4755,Kitan,Erkek,65,Antalya,1001.73
23/08/2023,P063,Klima,Elektronik,558.61,16,8937.76,8125,Cüneyit,Kadın,40,Antalya,1998.86
05/09/2023,P032,Mouse,Elektronik,1006.83,5,7520.75939059395,4813,Samahat,Erkek,24,Adana,1667.59
27/06/2024,P087,Kulaklık,Elektronik,1364.36,16,21829.76,2152,İlbek,Kadın,69,Adana,1155.98
06/04/2024,P018,Telefon,Elektronik,1360.13,7,9520.91,8463,Oluş,Kadın,61,İzmir,4976.79
24/02/2024,P024,Bilgisayar,Elektronik,1188.91,16,19022.56,3063,Karabaş,Kadın,50,İstanbul,713.58
30/10/2024,P087,Kulaklık,Elektronik,69.79,12,837.48,2309,Esmanperi,Kadın,42,Bursa,1098.72
24/01/2023,P010,Çanta,Giyim,651.66,16,10426.56,1659,Dayar,Erkek,32,Konya,4447.44
24/01/2023,P024,Bilgisayar,Elektronik,843.7,3,7520.75939059395,7884,Ticen,Kadın,68,İstanbul,1424.31
21/05/2024,P037,Fırın,Ev Aletleri,25.81,19,490.39,4867,Nafii,Erkek,20,İzmir,2614.67
22/10/2024,P097,Su Şişesi,Mutfak Ürünleri,910.7,10,9107.0,9739,Paye,Erkek,42,İzmir,3754.28
15/10/2024,P037,Fırın,Ev Aletleri,66.55,4,266.2,7688,İmren,Kadın,58,Adana,4061.4
02/12/2023,P087,Kulaklık,Elektronik,1089.18,11,11980.98,1119,Musaffa,Erkek,41,Ankara,913.19
29/01/2024,P037,Fırın,Ev Aletleri,290.11,18,7520.75939059395,1857,Fatigül,Erkek,51,İstanbul,3682.53
27/04/2024,P024,Bilgisayar,Elektronik,492.1,1,492.1,1646,Taciddin,Erkek,64,İstanbul,418.55
27/02/2024,P011,Kalem,Kırtasiye,148.1,6,7520.75939059395,4817,Çakırca,Erkek,30,Adana,1413.21
21/11/2022,P024,Bilgisayar,Elektronik,1044.2,6,7520.75939059395,8764,Yağızkurt,Erkek,22,Konya,4639.56
13/08/2024,P082,Defter,Kırtasiye,100.58,3,301.74,9977,Işın,Kadın,30,Antalya,2255.52
26/08/2024,P063,Klima,Elektronik,1201.06,6,7206.36,7199,Bağdat,Kadın,25,Gaziantep,984.29
19/06/2023,P024,Bilgisayar,Elektronik,85.18,12,1022.16,2240,Laika,Kadın,53,İstanbul,711.7
11/10/2024,P024,Bilgisayar,Elektronik,156.6,8,1252.8,4778,Yosma,Erkek,22,Antalya,3485.45
30/03/2024,P011,Kalem,Kırtasiye,855.23,1,855.23,9543,Atatöre,Kadın,28,Adana,4402.64
29/07/2024,P082,Defter,Kırtasiye,416.96,16,6671.36,6444,Çelikyürek,Erkek,51,Bursa,476.56
17/01/2023,P032,Mouse,Elektronik,1057.05,15,15855.75,3376,Üstün,Kadın,33,Bursa,3372.65
01/02/2023,P087,Kulaklık,Elektronik,118.92,10,1189.2,9759,Avunç,Erkek,56,Ankara,2132.14
02/08/2024,P097,Su Şişesi,Mutfak Ürünleri,1034.41,8,8275.28,3639,Esna,Erkek,40,İstanbul,3979.3
05/08/2023,P018,Telefon,Elektronik,676.27,1,676.27,5119,Yurtseven,Kadın,19,İstanbul,2577.04
12/05/2023,P082,Defter,Kırtasiye,1265.11,8,10120.88,8886,Hindal,Erkek,66,İzmir,1800.53
21/12/2022,P097,Su Şişesi,Mutfak Ürünleri,1328.58,18,23914.44,7894,Risalet,Kadın,20,İzmir,2829.4
30/03/2024,P024,Bilgisayar,Elektronik,1036.18,7,7253.26,9717,Apaydın,Kadın,61,Adana,4218.06
26/07/2024,P018,Telefon,Elektronik,1056.63,11,11622.93,6095,Emin,Erkek,68,Bursa,4983.48
11/10/2024,P011,Kalem,Kırtasiye,38.11,7,266.77,8908,Tiğin,Erkek,28,Bursa,2768.1
07/09/2024,P063,Klima,Elektronik,860.95,1,860.95,1560,Selcen,Erkek,38,Konya,855.09
03/08/2024,P097,Su Şişesi,Mutfak Ürünleri,1078.79,14,15103.06,3027,Üçgül,Erkek,58,Adana,2245.54
08/03/2023,P024,Bilgisayar,Elektronik,917.6,7,6423.2,1620,Doğuhan,Kadın,28,Adana,1575.69
01/01/2023,P082,Defter,Kırtasiye,175.61,2,351.22,1992,Cemiyle,Kadın,43,İstanbul,1516.79
26/02/2023,P010,Çanta,Giyim,95.88,19,1821.72,2271,Öncel,Erkek,30,Gaziantep,180.37
30/06/2024,P082,Defter,Kırtasiye,1176.58,16,18825.28,5895,Fadıla,Erkek,19,Konya,4903.29
27/05/2023,P024,Bilgisayar,Elektronik,551.96,13,7520.75939059395,7434,İsmet,Kadın,41,İzmir,734.96
08/11/2023,P018,Telefon,Elektronik,651.13,13,8464.69,9321,Çetinsu,Erkek,27,Konya,1013.22
19/09/2024,P087,Kulaklık,Elektronik,724.45,7,7520.75939059395,4500,Güngördü,Erkek,38,İzmir,4243.03
21/04/2024,P024,Bilgisayar,Elektronik,1065.01,18,19170.18,9295,Aynilhayat,Erkek,31,Bursa,4375.48
03/09/2024,P010,Çanta,Giyim,139.86,18,7520.75939059395,1168,Huzuri,Erkek,49,Bursa,4796.46
14/04/2024,P082,Defter,Kırtasiye,1429.78,10,14297.8,9532,Cangür,Kadın,52,Ankara,704.08
22/12/2022,P087,Kulaklık,Elektronik,86.89,6,521.34,4232,Şehreban,Erkek,28,Ankara,2548.21
02/06/2024,P087,Kulaklık,Elektronik,860.87,19,16356.53,9670,Muratcan,Erkek,34,Gaziantep,4690.69
22/07/2023,P082,Defter,Kırtasiye,1181.5,13,15359.5,9920,Ümmahan,Kadın,28,Antalya,2014.06
04/09/2024,P011,Kalem,Kırtasiye,710.94,4,2843.76,3256,Koncagül,Erkek,55,İstanbul,1892.6
16/01/2024,P097,Su Şişesi,Mutfak Ürünleri,36.49,4,145.96,8804,Sadittin,Erkek,19,İzmir,358.17
20/05/2023,P087,Kulaklık,Elektronik,1245.22,15,18678.3,2995,Fayize,Erkek,34,Bursa,3291.39
26/07/2024,P032,Mouse,Elektronik,520.04,2,1040.08,8660,Siper,Kadın,23,Gaziantep,2807.68
31/07/2023,P082,Defter,Kırtasiye,171.3,9,1541.7,5794,Umuşan,Erkek,30,Gaziantep,3237.18
10/11/2022,P011,Kalem,Kırtasiye,366.21,12,4394.52,7832,Dilcan,Erkek,30,İstanbul,2271.7
23/06/2023,P018,Telefon,Elektronik,1053.98,18,18971.64,3123,Ulakbey,Kadın,57,Gaziantep,4927.29
03/03/2024,P063,Klima,Elektronik,637.44,4,2549.76,5737,Ozansü,Erkek,59,Bursa,807.72
12/11/2022,P024,Bilgisayar,Elektronik,401.41,12,4816.92,2880,Eşref,Erkek,24,İstanbul,4516.11
16/03/2023,P010,Çanta,Giyim,750.56,1,750.56,5292,Hariz,Erkek,21,Antalya,4047.47
23/09/2024,P082,Defter,Kırtasiye,129.41,7,905.87,4594,Tanır,Erkek,29,Antalya,1839.71
22/01/2024,P011,Kalem,Kırtasiye,324.14,14,4537.96,7516,Canan,Erkek,58,İstanbul,865.9
25/03/2024,P011,Kalem,Kırtasiye,1244.13,18,7520.75939059395,3314,Bican,Kadın,23,İstanbul,2142.68
14/10/2024,P087,Kulaklık,Elektronik,203.49,11,7520.75939059395,4141,Salimet,Kadın,38,İstanbul,1501.83
07/03/2024,P063,Klima,Elektronik,1420.54,6,8523.24,4853,Fetullah,Erkek,48,Bursa,3063.03
27/04/2024,P097,Su Şişesi,Mutfak Ürünleri,970.63,2,1941.26,9342,İnançlı,Kadın,27,Bursa,2340.33
26/02/2024,P011,Kalem,Kırtasiye,140.5,15,2107.5,7265,Ünsever,Kadın,48,Konya,1427.12
15/11/2022,P082,Defter,Kırtasiye,749.77,18,13495.86,9243,Kâmil,Kadın,32,İzmir,1030.58
23/10/2023,P024,Bilgisayar,Elektronik,1453.88,13,18900.44,8346,Erdursun,Kadın,22,Antalya,1020.3
02/04/2023,P097,Su Şişesi,Mutfak Ürünleri,332.53,13,7520.75939059395,9209,Tuyuğ,Kadın,34,Konya,3098.09
06/03/2023,P097,Su Şişesi,Mutfak Ürünleri,1377.38,7,9641.66,2568,Siti,Erkek,43,Ankara,1334.32
12/03/2023,P032,Mouse,Elektronik,969.2,10,9692.0,8459,Erkinel,Erkek,29,İzmir,4445.59
11/12/2023,P024,Bilgisayar,Elektronik,694.1,13,9023.3,1696,Alaz,Erkek,36,Gaziantep,1507.6
07/10/2023,P037,Fırın,Ev Aletleri,377.93,18,6802.74,7083,Alattin,Kadın,27,Ankara,914.21
11/09/2024,P097,Su Şişesi,Mutfak Ürünleri,1185,2,2370.0,7594,Rohat,Kadın,42,Gaziantep,669.56
05/06/2024,P024,Bilgisayar,Elektronik,1317.86,13,17132.18,2508,Fatigül,Kadın,60,İzmir,4336.92
25/05/2023,P097,Su Şişesi,Mutfak Ürünleri,709.98,1,709.98,5615,İmrihan,Erkek,42,İzmir,775.35
18/09/2023,P037,Fırın,Ev Aletleri,852.1,3,2556.3,9765,Meyhanim,Erkek,59,Adana,1878.38
27/12/2022,P011,Kalem,Kırtasiye,1425.68,17,24236.56,1098,Öktürk,Erkek,31,İzmir,3832.65
24/01/2024,P018,Telefon,Elektronik,740.62,19,14071.78,7556,Us,Kadın,38,Ankara,3181.5
03/05/2023,P037,Fırın,Ev Aletleri,1010.55,5,5052.75,5418,Sarıcabay,Erkek,25,Gaziantep,4393.57
21/04/2024,P087,Kulaklık,Elektronik,219.18,5,1095.9,3023,İmren,Erkek,20,Adana,1869.39
24/10/2023,P087,Kulaklık,Elektronik,1120.2,15,16803.0,4467,Anka,Kadın,38,Konya,1276.13
20/05/2024,P032,Mouse,Elektronik,1115.47,14,15616.58,4652,Cannur,Erkek,62,Ankara,4377.27
06/12/2023,P097,Su Şişesi,Mutfak Ürünleri,1366.58,14,19132.12,3575,Yamin,Erkek,22,Ankara,2664.85
20/03/2023,P087,Kulaklık,Elektronik,213.66,3,640.98,7305,Akay,Erkek,60,İstanbul,3792.03
06/02/2024,P018,Telefon,Elektronik,815.37,9,7338.33,8810,Tan,Kadın,27,İzmir,1025.04
14/06/2023,P018,Telefon,Elektronik,101.65,3,7520.75939059395,2524,Havse,Erkek,69,Bursa,2580.53
16/12/2023,P011,Kalem,Kırtasiye,1254.71,14,7520.75939059395,3855,Kübran,Kadın,21,İstanbul,3553.79
19/09/2023,P037,Fırın,Ev Aletleri,1096.4,3,7520.75939059395,8292,Ünübol,Erkek,62,Adana,3614.98
17/04/2023,P010,Çanta,Giyim,599.47,11,6594.17,3863,Mezide,Erkek,65,Ankara,3944.65
26/12/2023,P082,Defter,Kırtasiye,270.92,16,4334.72,2485,Resulcan,Kadın,19,Ankara,2912.81
30/12/2022,P082,Defter,Kırtasiye,1444.63,11,15890.93,3351,Nirgül,Kadın,59,Bursa,2753.65
26/06/2024,P011,Kalem,Kırtasiye,1321.04,17,22457.68,1248,Heyvetullah,Erkek,22,Antalya,4598.91
06/05/2023,P032,Mouse,Elektronik,560.38,7,3922.66,9886,Gülter,Erkek,21,Antalya,1313.57
26/01/2024,P037,Fırın,Ev Aletleri,998.15,19,18964.85,5818,İlsu,Erkek,42,Adana,4010.94
16/04/2023,P037,Fırın,Ev Aletleri,210.4,4,841.6,2415,Yönetmen,Kadın,34,Bursa,2148.85
28/04/2023,P024,Bilgisayar,Elektronik,327.07,17,5560.19,3269,Sulhi,Erkek,23,Bursa,597.88
28/07/2023,P018,Telefon,Elektronik,92.55,12,1110.6,6290,Yasemen,Kadın,43,İstanbul,2107.18
05/08/2024,P037,Fırın,Ev Aletleri,582.43,16,9318.88,6124,Akınal,Kadın,44,Bursa,2528.93
29/10/2023,P037,Fırın,Ev Aletleri,679.48,8,5435.84,4096,Asu,Erkek,33,Antalya,2085.1
28/07/2024,P011,Kalem,Kırtasiye,1028.28,12,12339.36,3283,Üzer,Erkek,41,Ankara,1703.0
22/05/2023,P010,Çanta,Giyim,1336.51,12,16038.12,8444,Öğet,Kadın,63,Antalya,2738.2
28/03/2024,P063,Klima,Elektronik,1303.79,14,18253.06,3754,Egenur,Kadın,36,Antalya,2535.78
14/05/2024,P087,Kulaklık,Elektronik,906.91,2,1813.82,4345,Tomurcuk,Erkek,42,İzmir,1649.71
01/02/2023,P032,Mouse,Elektronik,1283.97,3,3851.91,7302,Bilkay,Erkek,21,Adana,1568.76
17/01/2024,P032,Mouse,Elektronik,1301.4,10,13014.0,8997,Ünek,Erkek,68,Ankara,4235.12
06/09/2023,P010,Çanta,Giyim,692.48,11,7520.75939059395,6340,Tagangül,Kadın,63,Ankara,4232.09
29/11/2022,P018,Telefon,Elektronik,1168.63,11,12854.93,1040,Abdürreşit,Kadın,26,Ankara,3192.47
29/05/2024,P063,Klima,Elektronik,350.16,9,3151.44,3475,Rıfkıye,Kadın,34,Antalya,2051.25
